target_id	length	eff_length	est_counts	tpm
CDP22090	1290	1111	559.167	38.5971
CDP20216	763	584	3.0625	0.402152
CDP20215	2478	2299	1130.33	37.7045
CDP22091	654	475	0	0
CDP22092	1677	1498	50.9266	2.60711
CDP22093	1104	925	10	0.829059
CDP20217	1276	1097	1229.09	85.922
CDP20218	777	598	32.2203	4.13196
CDP20219	651	472	4	0.649898
CDP20221	750	571	4	0.537219
CDP20223	330	151	31.948	16.2253
CDP20224	400	221	35	12.1452
CDP20222	341	162	11813.7	5592.42
CDP20220	813	634	0	0
CDP20225	447	268	1.06623	0.305102
CDP20228	1443	1264	0	0
CDP20226	975	796	0	0
CDP20227	1853	1674	0	0
CDP20229	171	13.7365	0	0
CDP22094	521	342	4	0.896935
CDP22095	468	289	0	0
CDP20230	639	460	27.0717	4.5132
CDP20231	378	199	5.59874	2.15757
CDP22096	645	466	0	0
CDP22097	1680	1501	6758	345.275
CDP20232	426	247	0	0
CDP20234	4224	4045	6.3611	0.120598
CDP20233	2106	1927	4	0.159186
CDP20235	2943	2764	82.0198	2.27566
CDP20237	1209	1030	0	0
CDP20236	291	112	0	0
CDP22098	651	472	0	0
CDP22099	405	226	0	0
CDP20241	982	803	189	18.0498
CDP20238	1203	1024	0	0
CDP20240	1248	1069	467	33.5017
CDP20239	1428	1249	44	2.70158
CDP20242	2340	2161	2	0.0709745
CDP20243	922	743	664.264	68.5613
CDP22100	2118	1939	382.624	15.1329
CDP20245	1166	987	0	0
CDP20246	357	178	0	0
CDP20244	492	313	0	0
CDP20247	1077	898	12.2627	1.04722
CDP20248	1086	907	5259.43	444.691
CDP20249	1266	1087	0	0
CDP20250	477	298	0	0
CDP22101	264	85.0011	0	0
CDP22102	879	700	6380.65	699.027
CDP22103	1122	943	0	0
CDP20251	980	801	10	0.957403
CDP20252	2573	2394	1088	34.8523
CDP22104	1069	890	46.6525	4.01987
CDP20253	1455	1276	83	4.98832
CDP22105	1587	1408	69.2902	3.77395
CDP20254	4634	4455	722.102	12.4302
CDP22106	918	739	4.00405	0.41551
CDP20255	755	576	0	0
CDP22107	546	367	114.173	23.8576
CDP22108	609	430	0.5	0.0891721
CDP22109	465	286	0	0
CDP20256	434	255	87	26.1641
CDP22110	862	683	7699.97	864.561
CDP22111	1193	1014	97.5343	7.37644
CDP20258	1545	1366	0	0
CDP20257	1126	947	411	33.2827
CDP22112	564	385	0	0
CDP22113	1845	1666	6.70765	0.308761
CDP20259	1674	1495	36	1.84667
CDP20260	399	220	0	0
CDP22114	580	401	0	0
CDP20261	387	208	0	0
CDP20262	3099	2920	72.6468	1.90792
CDP20263	870	691	4	0.443925
CDP22115	546	367	4.04625	0.8455
CDP15750	1341	1162	372	24.5507
CDP15747	3013	2834	667.585	18.0648
CDP15748	849	670	0	0
CDP15749	3591	3412	1520	34.1635
CDP15751	1405	1226	109	6.8181
CDP15746	1017	838	0	0
CDP15752	1425	1246	144	8.86282
CDP22116	492	313	337	82.5682
CDP22117	501	322	0	0
CDP22118	804	625	0	0
CDP22119	480	301	0	0
CDP20266	976	797	70.6847	6.80134
CDP20267	336	157	6.38469	3.11865
CDP20264	896	717	1	0.106957
CDP20265	2799	2620	7.12697	0.208608
CDP20269	363	184	0	0
CDP20268	1713	1534	41.2954	2.06445
CDP22120	255	76.0064	0	0
CDP20272	780	601	15	1.91401
CDP20273	2965	2786	38	1.046
CDP20274	738	559	2.02219	0.27742
CDP22121	1635	1456	0	0
CDP22122	804	625	2	0.245402
CDP20275	1014	835	0	0
CDP20279	1680	1501	78	3.98512
CDP20277	2073	1894	345	13.969
CDP20278	2842	2663	1878	54.0819
CDP20276	4025	3846	8	0.159517
CDP20280	737	558	153	21.0273
CDP20283	2773	2594	360	10.6429
CDP20281	1840	1661	296	13.6662
CDP20282	1365	1186	12	0.775932
CDP22123	1626	1447	277.24	14.6932
CDP22124	912	733	0	0
CDP20286	1237	1058	425.263	30.8247
CDP20285	228	49.4247	61	94.6483
CDP20284	1157	978	718.49	56.339
CDP20288	765	586	2.11929	0.277345
CDP20287	1468	1289	127.993	7.61485
CDP22125	145	8.64817	10	88.6754
CDP22126	361	182	457.243	192.665
CDP22127	1767	1588	393.078	18.9826
CDP20289	264	85.0011	0	0
CDP20293	126	6.66748	0	0
CDP20290	135	7.48819	0	0
CDP20292	618	439	0	0
CDP20291	942	763	0	0
CDP22128	330	151	0	0
CDP20294	249	70.019	0	0
CDP20295	3228	3049	826	20.7754
CDP22129	648	469	246.947	40.3792
CDP22130	486	307	1.39254	0.347853
CDP20296	474	295	0	0
CDP20297	393	214	0	0
CDP20300	469	290	0	0
CDP20298	3664	3485	1478	32.5236
CDP20301	240	61.0822	19	23.8543
CDP20299	2430	2251	10551	359.455
CDP20302	1538	1359	381	21.4997
CDP22131	312	133	0	0
CDP22132	189	20.4424	0	0
CDP22133	1011	832	0	0
CDP22134	552	373	38	7.81272
CDP15789	2365	2186	203	7.12153
CDP15785	2077	1898	1373	55.4755
CDP15788	483	304	0	0
CDP15787	576	397	0	0
CDP15790	2622	2443	1447	45.4226
CDP15791	2120	1941	2475	97.7861
CDP15786	1554	1375	870	48.5226
CDP22135	870	691	1082.68	120.157
CDP20313	744	565	0	0
CDP20312	1638	1459	0	0
CDP20310	399	220	0	0
CDP20315	2371	2192	0	0
CDP20311	1923	1744	4.42896	0.194752
CDP20314	372	193	0	0
CDP20317	981	802	11	1.05183
CDP20319	2444	2265	128	4.3338
CDP20320	678	499	5	0.768417
CDP20316	2013	1834	2	0.0836292
CDP20318	2953	2774	550.84	15.2281
CDP22136	216	38.5618	0	0
CDP22137	135	7.48819	0	0
CDP22138	183	17.7996	0	0
CDP20322	3441	3262	71.3929	1.67841
CDP20321	1414	1235	12.7826	0.793742
CDP22139	925	746	40	4.11196
CDP20323	3024	2845	63	1.69819
CDP20324	2103	1924	637	25.3899
CDP20325	3436	3257	1252	29.4791
CDP20326	3863	3684	1880.85	39.1528
CDP20327	1593	1414	0	0
CDP20328	1116	937	141	11.54
CDP22141	468	289	4.35631	1.15597
CDP20329	1047	868	0	0
CDP20331	528	349	0	0
CDP20330	524	345	2.78549	0.619171
CDP20332	668	489	60.4166	9.4749
CDP20336	1455	1276	273	16.4074
CDP20333	1477	1298	3479	205.545
CDP20335	213	36.0583	1	2.12678
CDP20334	1715	1536	363	18.1235
CDP20339	3669	3490	448.798	9.86173
CDP20337	944	765	2278.06	228.366
CDP20338	1348	1169	617.031	40.4781
CDP22142	891	712	403	43.4063
CDP22143	1635	1456	264.838	13.9491
CDP20341	984	805	0	0
CDP20342	1228	1049	779.951	57.0189
CDP20340	2827	2648	1341	38.8363
CDP22144	1683	1504	11.1336	0.567694
CDP22145	682	503	695.853	106.091
CDP22146	1293	1114	127.324	8.76499
CDP20345	2907	2728	303.144	8.52182
CDP20344	1296	1117	1032.46	70.8842
CDP22147	1044	865	19.0439	1.68837
CDP22148	375	196	22	8.60783
CDP20346	465	286	0	0
CDP20347	135	7.48819	0	0
CDP20349	569	390	49	9.63516
CDP20348	846	667	106.58	12.254
CDP22149	659	480	12434.5	1986.62
CDP22150	474	295	20.7681	5.39887
CDP20350	849	670	0	0
CDP22151	1050	871	89.1299	7.84752
CDP22152	1574	1395	369.974	20.3387
CDP20353	2235	2056	0	0
CDP22153	831	652	1	0.11762
CDP20354	692	513	225.625	33.7285
CDP22154	867	688	0	0
CDP22155	327	148	0	0
CDP20355	249	70.019	0	0
CDP22156	1632	1453	90.2006	4.7607
CDP20358	1891	1712	326.164	14.6103
CDP20357	733	554	1583.07	219.138
CDP20356	940	761	1866.48	188.09
CDP22157	330	151	20.4215	10.3714
CDP22158	1041	862	355	31.5826
CDP22159	441	262	55.3313	16.1956
CDP22160	546	367	8.66587	1.81081
CDP20360	3873	3694	1047	21.7359
CDP20359	1575	1396	195	10.7121
CDP20361	774	595	62.0743	8.00059
CDP20362	1167	988	0	0
CDP22161	216	38.5618	0	0
CDP20363	3048	2869	0	0
CDP20364	208	32.1317	0	0
CDP22162	537	358	354	75.8311
CDP22163	543	364	0	0
CDP22164	630	451	546.411	92.9116
CDP22165	228	49.4247	0.374544	0.581147
CDP20365	168	12.9312	0	0
CDP22166	510	331	0	0
CDP22167	486	307	7.27547	1.8174
CDP22168	156	10.3458	0	0
CDP20366	721	542	0	0
CDP20367	1251	1072	116.501	8.33414
CDP20368	1940	1761	999	43.5044
CDP22169	1447	1268	0	0
CDP20369	590	411	3	0.559766
CDP22170	1589	1410	280	15.2288
CDP22171	420	241	14.5049	4.61558
CDP22172	897	718	105	11.2148
CDP20370	522	343	2.21078	0.494287
CDP20371	993	814	0	0
CDP20376	1891	1712	25	1.11986
CDP20374	2350	2171	245	8.65433
CDP20373	1631	1452	6	0.316892
CDP20375	1431	1252	27	1.65381
CDP20377	1969	1790	744	31.8748
CDP20378	2683	2504	5526	169.24
CDP20372	1331	1152	249	16.5758
CDP22173	993	814	0	0
CDP22174	426	247	0	0
CDP22175	723	544	0	0
CDP22176	570	391	0	0
CDP20386	1597	1418	385.605	20.8542
CDP20387	1162	983	13	1.01418
CDP20390	1491	1312	475	27.7643
CDP20391	990	811	0	0
CDP20388	1809	1630	237	11.1503
CDP20389	2855	2676	881	25.2474
CDP22177	648	469	60.7027	9.92574
CDP20395	521	342	8	1.79387
CDP20393	1371	1192	0	0
CDP20397	459	280	22	6.02548
CDP20394	1284	1105	0	0
CDP20396	882	703	20	2.18173
CDP20392	1365	1186	1	0.064661
CDP22178	630	451	36.1212	6.14205
CDP20398	153	9.8295	0	0
CDP22179	300	121	1	0.633785
CDP22180	507	328	29	6.78034
CDP20399	624	445	6	1.034
CDP20400	1926	1747	0	0
CDP20401	1144	965	7.35618	0.584591
CDP20402	919	740	501.5	51.9716
CDP20403	1509	1330	0	0
CDP20404	2159	1980	288	11.1546
CDP22181	539	360	27.7648	5.91451
CDP22182	1401	1222	5.87198	0.368502
CDP22183	960	781	74.2021	7.28605
CDP22184	1289	1110	38	2.62535
CDP22185	1746	1567	8.31248	0.406807
CDP20405	723	544	64	9.02211
CDP20407	381	202	0	0
CDP20406	534	355	0	0
CDP22186	1320	1141	15.6683	1.05309
CDP20409	630	451	0	0
CDP20408	399	220	0	0
CDP22188	522	343	0	0
CDP20410	1536	1357	6.37883	0.360486
CDP20411	669	490	0	0
CDP22189	1337	1158	780	51.6551
CDP22190	447	268	78.1696	22.3682
CDP20412	1203	1024	1.00545	0.0752987
CDP20413	2457	2278	270.276	9.09874
CDP20416	398	219	48	16.8083
CDP20414	645	466	0	0
CDP20417	939	760	0	0
CDP20415	1546	1367	580	32.5377
CDP22191	1476	1297	1	0.0591272
CDP20418	6469	6290	505.527	6.16341
CDP20419	1232	1053	89.5779	6.52378
CDP20420	1409	1230	189.091	11.7895
CDP22192	252	73.0112	56.42	59.2613
CDP20421	4035	3856	430	8.55182
CDP22193	261	82.002	8	7.48157
CDP22194	1467	1288	32.2057	1.91754
CDP22196	800	621	0	0
CDP22195	330	151	0	0
CDP22197	885	706	146.827	15.9488
CDP20425	462	283	5.69773	1.54398
CDP20424	2407	2228	43.2999	1.49039
CDP20422	1797	1618	9.76897	0.463018
CDP20423	1506	1327	6	0.346743
CDP20426	1776	1597	264	12.6773
CDP20427	165	12.1958	0	0
CDP22198	552	373	0	0
CDP22199	222	43.8484	0	0
CDP22200	1021	842	120	10.9294
CDP22201	498	319	0	0
CDP20429	1302	1123	129	8.80921
CDP20428	654	475	3	0.484345
CDP20430	527	348	0	0
CDP20431	1121	942	35	2.84934
CDP20435	2394	2215	460	15.9262
CDP20434	432	253	940	284.928
CDP20433	1874	1695	221	9.99884
CDP20432	438	259	69	20.4304
CDP22202	525	346	0	0
CDP22203	1068	889	245.554	21.1823
CDP20436	324	145	0.5	0.264441
CDP20437	231	52.2911	0	0
CDP20438	414	235	0	0
CDP20439	75	4.11003	0	0
CDP20440	1614	1435	135.291	7.23009
CDP20442	456	277	0	0
CDP20443	2172	1993	126	4.84831
CDP20444	3060	2881	76.1229	2.02628
CDP20441	2827	2648	1489.07	43.1247
CDP22204	1248	1069	1.18462	0.0849821
CDP22205	831	652	0	0
CDP20445	459	280	1.01038	0.27673
CDP20446	694	515	66.9664	9.97188
CDP22206	333	154	0	0
CDP22208	288	109	0	0
CDP22207	204	29.2345	0	0
CDP20447	1563	1384	110	6.09514
CDP20448	2021	1842	104	4.32983
